file,ssi,hash,cor,chi,inter,bha,TF
0.jpg,1,0,1,0,42.3923049,0,
1.jpg,0.1427708,36,0.114429467,85.80688603,3.664913397,0.658159706,0
2.jpg,0.253581969,36,0.098747406,46.49031988,1.164312781,0.551722212,1
3.jpg,0.266168316,22,0.660000062,36.54141786,18.28737766,0.273603166,1
4.jpg,0.781373877,0,0.849330162,13.32413806,28.34304593,0.178758423,1
5.jpg,0.553217732,18,0.786074187,31.86449868,24.63217412,0.305474969,1
6.jpg,0.131226951,34,0.258214425,1141.500799,21.17848299,0.517897597,0
7.jpg,0.221194713,32,0.077433716,45.29574085,2.06005658,0.566932032,0
8.jpg,0.106488666,26,0.055418449,80.52687917,2.39074491,0.77493539,0
9.jpg,0.206925446,26,0.315152797,43.10709625,13.04091808,0.43286149,0
10.jpg,0.082513072,32,0.010747766,45.43430418,1.188284322,0.769751373,0
11.jpg,0.266437577,32,0.075091943,47.16054591,1.611284912,0.699928766,0
12.jpg,0.371664277,20,0.299842214,42.08230447,4.063877878,0.418900774,1
13.jpg,0.582242129,12,0.787566874,212.7668493,27.53630124,0.348616351,1
14.jpg,0.160957676,20,0.415449118,1847.398034,18.71329493,0.58236247,1
15.jpg,0.329628539,20,0.260295321,43.16037354,3.662939456,0.457981259,1
16.jpg,0.313435281,36,0.040279466,59.53499002,0.328446311,0.871723299,0
17.jpg,0.230102658,36,0.401210617,227.962118,8.848361207,0.538427501,0
18.jpg,0.2379284,30,0.036263269,1305.366327,4.55294022,0.748034889,1
19.jpg,0.178893366,28,0.049401661,64.89578716,1.883238141,0.74051676,0
20.jpg,0.241130037,34,0.081513529,510.5289367,2.80600106,0.722982842,0
21.jpg,0.544312264,16,0.68032192,597.7660522,23.48924306,0.43202429,1
22.jpg,0.128054617,40,0.086536587,58.69332235,2.103259528,0.622736012,0
23.jpg,0.2666646,30,0.039869739,51.79052711,0.752839996,0.774268014,0
24.jpg,0.291903096,30,0.532186203,34.47981337,13.711442,0.448143623,0
25.jpg,0.109191706,30,0.055624494,46.66555616,1.590032093,0.681685073,0
26.jpg,0.234991684,28,0.036733813,61.24890767,0.694424435,0.87044296,0
27.jpg,0.318802421,32,0.04364506,47.65858532,0.753061361,0.833505991,0
28.jpg,0.209768339,32,0.110921344,47.78645195,3.784520819,0.567922819,0
29.jpg,0.220246463,34,0.104313892,267.2988365,6.331198987,0.637643993,0
30.jpg,0.260354692,38,0.102090253,46.31922121,1.889797164,0.638605274,0
31.jpg,,,,,,,0
32.jpg,0.195453535,28,0.10162698,44.48008481,3.213106323,0.543186195,1
33.jpg,0.103822579,38,0.029783243,876.6962058,1.325000638,0.867286849,0
34.jpg,0.705014462,10,0.855505923,147.7988635,33.8216252,0.239268045,1
35.jpg,0.377951879,36,0.064098786,82.95092556,2.051724883,0.75428732,0
36.jpg,0.275376979,22,0.111506862,50.35969849,3.728798442,0.641868872,0
37.jpg,0.232448121,30,0.078502163,58.53097057,2.788659647,0.61358191,0
38.jpg,0.277547689,32,0.102480045,457.7490929,6.194626304,0.740783273,0
39.jpg,0.299474105,22,0.037618893,106.4811319,0.479358292,0.907327101,0
40.jpg,0.131899239,32,0.075211745,61.06598841,3.877011521,0.631187004,0
