file,ssi,hash,cor,chi,inter,bha,TF
0.jpg,1,0,1,0,24.32948022,0,
1.jpg,0.62693839,12,0.630302926,11.57366131,8.066382404,0.375267439,1
2.jpg,0.674802803,14,0.714738076,8.906191337,10.35345491,0.336598046,1
3.jpg,0.651826587,14,0.674485518,10.25951295,9.064625429,0.34857715,1
4.jpg,0.714997142,12,0.788582191,6.789502283,12.62627013,0.304598901,1
5.jpg,0.298797283,28,0.049093141,17.76597653,5.052166621,0.758673901,0
6.jpg,0.737427753,12,0.841686846,4.488128363,16.5936188,0.285439731,1
7.jpg,0.748223056,12,0.911107119,4.705730214,18.38059937,0.31947079,1
8.jpg,0.479859629,34,0.674719964,92.10854817,11.78366443,0.442049874,1
9.jpg,0.756680143,10,0.825463318,5.688082104,14.40203126,0.293010915,1
10.jpg,0.688615664,12,0.733220958,8.220175374,11.08192208,0.32872455,1
11.jpg,0.742094673,14,0.869759478,4.925826306,18.85244559,0.294126186,1
12.jpg,0.783131573,12,0.908262804,3.929252546,18.65361196,0.255619559,1
13.jpg,0.616206106,12,0.608810693,12.23498573,7.49800417,0.371977885,1
14.jpg,0.292590715,28,0.95358669,4.016178105,19.22159422,0.222802876,1
15.jpg,0.741235443,16,0.82176115,5.657590798,14.29171293,0.299593509,1
16.jpg,0.707003299,10,0.756952013,7.45074286,12.04150378,0.313095619,1
17.jpg,0.672266864,12,0.69782919,9.668986759,9.596510588,0.336901329,1
18.jpg,0.68038002,10,0.706757969,9.227668565,10.05619612,0.330250759,1
19.jpg,0.668678126,16,0.749180246,8.180938198,11.16563114,0.339322298,1
20.jpg,0.658701242,12,0.704380806,9.371687198,9.947891913,0.343015875,1
21.jpg,0.704424863,16,0.767051831,6.962811213,12.66477974,0.32762383,1
22.jpg,0.660351243,20,0.693207216,10.28222995,9.135656727,0.350030685,1
23.jpg,0.616542347,16,0.678166153,10.64660952,8.818826014,0.371868217,1
24.jpg,0.715372287,4,0.9454495,5.108567321,19.32815109,0.252474902,1
25.jpg,0.708330832,14,0.794400976,5.956933397,13.86047303,0.30792042,1
26.jpg,0.57307118,14,0.544852332,13.50173928,6.526237146,0.391489971,1
27.jpg,0.704738273,10,0.745612664,7.781980583,11.55096734,0.309773238,1
