file,ssi,hash,cor,chi,inter,bha,TF
0.jpg,1,0,1,0,89.02077097,1.05E-08,
1.jpg,0.72353346,16,0.405259346,77.44197595,6.777148139,0.292047689,1
2.jpg,0.741595758,10,0.675386365,652.8670475,30.34263735,0.369319026,1
3.jpg,0.81084694,8,0.556238913,70.8307636,10.53802971,0.237723803,1
4.jpg,0.771219986,8,0.438310386,75.87888562,7.511606009,0.271432052,1
5.jpg,0.805739649,10,0.604379284,68.17633998,12.15324366,0.233785842,1
6.jpg,0.568324468,12,0.244066917,83.18919456,3.598681655,0.391435864,1
7.jpg,0.715894055,10,0.367263297,78.55163774,6.052126114,0.293875372,1
8.jpg,0.856673431,6,0.633031234,66.84231388,12.67900114,0.206716593,1
9.jpg,0.727243511,8,0.629733449,67.35172526,14.32905416,0.249056361,1
10.jpg,0.762903758,10,0.431378712,76.1847107,7.505698427,0.273146256,1
11.jpg,0.848319831,14,0.593793553,68.18267468,11.96678253,0.225736657,1
12.jpg,0.784846211,6,0.478808231,74.23976732,8.526760202,0.26186436,1
13.jpg,0.81917298,6,0.5617881,70.65879595,10.58965345,0.232570304,1
14.jpg,0.28530526,28,0.160685972,86.11444824,2.010891815,0.471980086,1
15.jpg,0.290292293,22,0.291912499,81.57104404,4.345500499,0.307077904,1
16.jpg,0.669169678,14,0.351878969,79.25853793,5.843579981,0.319782208,1
17.jpg,0.800095835,8,0.501740521,73.27401007,8.987289107,0.243442801,1
18.jpg,0.79697806,14,0.595123469,68.68539638,11.8981625,0.23781073,1
19.jpg,0.820911209,8,0.563740935,70.29824474,10.73243006,0.233435889,1
20.jpg,0.712776256,10,0.355850402,79.18629318,5.721768915,0.306793442,1
21.jpg,0.899497098,10,0.790367958,54.887314,20.27034581,0.172713367,1
22.jpg,0.784601753,10,0.490560425,73.67666357,8.809860961,0.255046325,1
23.jpg,0.812234173,8,0.68190194,73.4303161,15.67391181,0.277448271,1
24.jpg,0.838542466,10,0.583983717,69.30638677,11.21461882,0.22575861,1
25.jpg,0.739014018,14,0.396289435,77.63304153,6.582158099,0.292358411,1
26.jpg,0.840813824,12,0.599880062,68.67641602,11.6255437,0.216783763,1
27.jpg,0.862947523,14,0.647338288,64.96562232,13.97209048,0.212533693,1
28.jpg,0.231879934,28,0.20758788,84.73334049,2.699817364,0.392066506,1
29.jpg,0.791950931,8,0.50690726,73.08355388,9.175483812,0.249175014,1
30.jpg,0.739326309,14,0.38337431,78.0076173,6.37568634,0.298565709,1
31.jpg,0.884137122,6,0.756559877,58.69141849,17.81029414,0.18211455,1
32.jpg,0.686375377,14,0.341179113,79.53943711,5.525827649,0.31210305,1
33.jpg,0.752398522,8,0.437998482,75.78936151,7.564043752,0.26911843,1
34.jpg,0.702284207,12,0.410195048,77.09052898,7.10763499,0.295932447,1
35.jpg,0.815603343,14,0.529479654,72.32828116,9.583854139,0.24237981,1
36.jpg,0.855997015,12,0.655940496,65.55324909,13.62158605,0.206065256,1
37.jpg,0.864553036,12,0.59277285,67.39055584,12.42207098,0.232891178,1
38.jpg,0.717954347,12,0.426116517,76.63157762,7.311940871,0.290839446,1
39.jpg,0.898249444,4,0.884369716,371.401949,61.1087712,0.243986784,1
40.jpg,0.356777778,22,0.386561573,88.01730135,8.657946967,0.288565597,1
41.jpg,0.81004412,6,0.550296645,71.06721039,10.35247578,0.23766295,1
42.jpg,0.770622297,10,0.500324998,73.32651874,9.108736779,0.254357674,1
43.jpg,0.879694756,8,0.696974515,62.8786904,15.00917615,0.195447614,1
44.jpg,0.792866876,14,0.481540199,74.07150484,8.521834419,0.255117179,1
45.jpg,0.693035982,14,0.339433087,79.85364091,5.340181444,0.318741548,1
46.jpg,0.889047392,6,0.786774527,55.85186588,19.55128297,0.173647194,1
47.jpg,0.798575507,12,0.513728655,72.67530046,9.391682516,0.243601546,1
48.jpg,0.803072488,8,0.50433481,73.10112203,9.096786688,0.249210814,1
49.jpg,0.789086379,12,0.536936755,71.68331333,9.934043877,0.245145511,1
50.jpg,0.73664515,12,0.425297753,76.49309792,7.266266455,0.281659462,1
51.jpg,0.723356488,12,0.377545608,78.38071233,6.174549213,0.301207181,1
52.jpg,0.288298357,26,0.245096006,83.46971692,3.343910073,0.33993808,1
53.jpg,0.674303969,14,0.332439296,79.92045144,5.339647764,0.31931941,1
54.jpg,0.816762935,10,0.65153292,164.4947131,15.31242244,0.252671695,1
55.jpg,0.93311504,8,0.913392986,35.7450185,35.05179318,0.14790213,1
56.jpg,0.696624761,10,0.407877819,77.0335087,11.11797348,0.395481914,1
57.jpg,0.76037995,12,0.489234251,73.82526694,9.009137993,0.270382049,1
58.jpg,0.791031734,10,0.521461158,72.29380215,9.65666459,0.24651956,1
59.jpg,0.620722407,18,0.283638409,81.74424895,4.351447841,0.34949568,1
60.jpg,0.79465634,6,0.486210237,73.9219951,8.636489884,0.253105283,1
61.jpg,0.722159932,14,0.378699875,78.0445424,6.38195904,0.294139652,1
62.jpg,0.802634438,16,0.573836433,69.81211723,11.05726511,0.232022945,1
63.jpg,0.945313295,6,0.916951367,36.85438278,33.74859538,0.137208838,1
64.jpg,0.784542112,8,0.490593858,73.61208501,8.823150741,0.253524302,1
65.jpg,0.696765052,14,0.355515469,79.04787954,5.786759716,0.304944228,1
66.jpg,0.709510759,10,0.394395398,77.61337667,6.688074056,0.295501263,1
67.jpg,0.83036982,8,0.573709547,69.65356016,11.04584063,0.222593219,1
68.jpg,0.202416473,26,0.172522797,86.10176335,1.996068815,0.443096768,1
69.jpg,0.801870553,12,0.495238881,73.43724537,8.848316612,0.246356706,1
70.jpg,0.750592611,14,0.426049286,76.35447412,7.304441171,0.282901098,1
71.jpg,0.700930648,14,0.356086807,79.24668017,5.7246507,0.307661301,1
72.jpg,0.710437631,14,0.363100405,78.99010862,5.868577949,0.311698143,1
73.jpg,0.229783353,30,0.20758788,84.73334049,2.699817364,0.392066506,1
74.jpg,0.854715399,8,0.648096683,64.60868403,14.16803308,0.223929289,1
75.jpg,0.784286099,8,0.477598522,74.26319714,8.458409207,0.257689879,1
76.jpg,0.844057528,10,0.585883225,68.75838068,11.57385546,0.221415852,1
77.jpg,0.820661173,8,0.546801584,71.21585336,10.14291085,0.23279989,1
78.jpg,0.856806824,8,0.617794474,67.13515103,12.49103383,0.210951226,1
79.jpg,0.78029463,12,0.578965158,477.9714337,15.41271183,0.355595175,1
80.jpg,0.737313746,10,0.41568983,76.73367174,7.100305648,0.283065432,1
81.jpg,0.864759901,6,0.743135586,59.519943,17.31005613,0.187489663,1
82.jpg,0.797679158,10,0.499397872,72.68658947,9.337855682,0.25380313,1
83.jpg,0.882922954,18,0.592745284,68.45227171,11.61346999,0.202593024,1
84.jpg,0.859426872,14,0.596675816,68.08822647,11.87789402,0.215835137,1
85.jpg,0.826078052,10,0.647249433,65.99069138,13.40868898,0.220445025,1
86.jpg,0.903818039,4,0.841421834,50.18697757,23.52815742,0.167443402,1
87.jpg,0.849939269,12,0.631750706,66.31766168,13.05133231,0.213254074,1
88.jpg,0.819264263,8,0.527187594,72.16291122,9.654755171,0.243249003,1
89.jpg,0.852889341,2,0.892235942,877.7677671,66.00563,0.268893776,1
90.jpg,0.802987251,12,0.583445215,68.83938231,11.70768061,0.234577126,1
91.jpg,0.823450428,14,0.584564227,69.05617679,11.41076012,0.223536669,1
92.jpg,0.739117077,14,0.421067333,76.69037832,7.175032237,0.283925386,1
93.jpg,0.867691013,12,0.610800232,67.32864283,12.3680343,0.21249184,1
94.jpg,0.591390564,16,0.519343968,79.94112903,12.90064369,0.356193958,1
95.jpg,0.793402937,14,0.464064815,74.77607653,8.127003992,0.258064594,1
96.jpg,0.855951566,8,0.719168289,61.29795393,16.09527377,0.192707897,1
97.jpg,0.823361924,14,0.551897416,70.75300077,10.44569164,0.233291967,1
98.jpg,0.328553716,22,0.306597396,81.25804622,4.493894828,0.288547564,1
99.jpg,0.790163263,12,0.572702592,70.00418427,11.42907099,0.245629544,1
100.jpg,0.903125988,4,0.821186208,52.30293796,21.88539837,0.16546672,1
101.jpg,0.872726154,14,0.686583714,62.76595311,15.28936022,0.206524294,1
102.jpg,0.737954644,12,0.404367839,77.16966,6.815810944,0.285315289,1
103.jpg,0.849435104,10,0.633160961,66.35823538,13.08804169,0.217150408,1
104.jpg,0.815946644,8,0.53770944,71.47640187,10.0441547,0.238417266,1
105.jpg,0.84466998,10,0.696709941,63.05344484,15.22268145,0.202225089,1
106.jpg,0.74696084,10,0.437711119,75.68626388,7.689367761,0.273458576,1
107.jpg,0.810922041,8,0.532680489,71.80974409,9.85919983,0.239090797,1
108.jpg,0.67383477,12,0.365053737,78.30237892,6.763374631,0.340296808,1
109.jpg,0.828274656,10,0.527262773,71.90691827,9.709242922,0.234869935,1
110.jpg,0.909738796,4,0.843637426,49.68356231,23.62172412,0.154369511,1
111.jpg,0.706857574,12,0.372266202,78.28446289,6.23312888,0.298685246,1
